0.0000	100.0000	20.0000
0.1000	140.0000	19.6800
0.2000	196.2240	19.3966
0.3000	275.3056	19.1609
0.4000	386.5829	18.9887
0.5000	543.1707	18.9026
0.6000	763.4195	18.9352
0.7000	1072.8518	19.1347
0.8000	1506.6341	19.5732
0.9000	2112.5031	20.3613
1.0000	2953.6882	21.6746
1.1000	4110.4323	23.8019
1.2000	5676.4679	27.2393
1.3000	7741.5864	32.8795
1.4000	10339.6841	42.4034
1.5000	13317.3360	59.0929
1.6000	16041.2055	89.3894
1.7000	16892.2389	144.9582
1.8000	13095.0178	240.0057
1.9000	3928.1298	360.9208
2.0000	-1196.5240	410.4121
2.1000	660.5538	382.5612
2.2000	-272.6805	385.0180
2.3000	115.9138	373.1182
2.4000	-42.3770	367.3858
2.5000	14.2781	359.4154
2.6000	-4.2417	352.4323
2.7000	1.1120	345.3239
2.8000	-0.2520	338.4328
2.9000	0.0484	331.6607
3.0000	-0.0077	325.0281
3.1000	0.0010	318.5275
3.2000	-0.0001	312.1569
3.3000	0.0000	305.9138
3.4000	-0.0000	299.7955
3.5000	-0.0000	293.7996
3.6000	-0.0000	287.9236
3.7000	-0.0000	282.1651
3.8000	-0.0000	276.5218
3.9000	-0.0000	270.9914
4.0000	-0.0000	265.5716
4.1000	-0.0000	260.2601
4.2000	-0.0000	255.0549
4.3000	-0.0000	249.9538
4.4000	-0.0000	244.9548
4.5000	-0.0000	240.0557
4.6000	-0.0000	235.2545
4.7000	-0.0000	230.5495
4.8000	-0.0000	225.9385
4.9000	-0.0000	221.4197
5.0000	-0.0000	216.9913
5.1000	-0.0000	212.6515
5.2000	-0.0000	208.3984
5.3000	-0.0000	204.2305
5.4000	-0.0000	200.1459
5.5000	-0.0000	196.1430
5.6000	-0.0000	192.2201
5.7000	-0.0000	188.3757
5.8000	-0.0000	184.6082
5.9000	-0.0000	180.9160
6.0000	-0.0000	177.2977
6.1000	-0.0000	173.7517
6.2000	-0.0000	170.2767
6.3000	-0.0000	166.8712
6.4000	-0.0000	163.5337
6.5000	-0.0000	160.2631
6.6000	-0.0000	157.0578
6.7000	-0.0000	153.9167
6.8000	-0.0000	150.8383
6.9000	-0.0000	147.8216
7.0000	-0.0000	144.8651
7.1000	-0.0000	141.9678
7.2000	-0.0000	139.1285
7.3000	-0.0000	136.3459
7.4000	-0.0000	133.6190
7.5000	-0.0000	130.9466
7.6000	-0.0000	128.3277
7.7000	-0.0000	125.7611
7.8000	-0.0000	123.2459
7.9000	-0.0000	120.7810
8.0000	-0.0000	118.3654
8.1000	-0.0000	115.9980
8.2000	-0.0000	113.6781
8.3000	-0.0000	111.4045
8.4000	-0.0000	109.1764
8.5000	-0.0000	106.9929
8.6000	-0.0000	104.8530
8.7000	-0.0000	102.7560
8.8000	-0.0000	100.7009
8.9000	-0.0000	98.6868
9.0000	-0.0000	96.7131
9.1000	-0.0000	94.7788
9.2000	-0.0000	92.8833
9.3000	-0.0000	91.0256
9.4000	-0.0000	89.2051
9.5000	-0.0000	87.4210
9.6000	-0.0000	85.6726
9.7000	-0.0000	83.9591
9.8000	-0.0000	82.2799
9.9000	-0.0000	80.6343
10.0000	-0.0000	79.0217
10.1000	-0.0000	77.4412
10.2000	-0.0000	75.8924
10.3000	-0.0000	74.3745
10.4000	-0.0000	72.8871
10.5000	-0.0000	71.4293
10.6000	-0.0000	70.0007
10.7000	-0.0000	68.6007
10.8000	-0.0000	67.2287
10.9000	-0.0000	65.8841
11.0000	-0.0000	64.5664
11.1000	-0.0000	63.2751
11.2000	-0.0000	62.0096
11.3000	-0.0000	60.7694
11.4000	-0.0000	59.5540
11.5000	-0.0000	58.3630
11.6000	-0.0000	57.1957
11.7000	-0.0000	56.0518
11.8000	-0.0000	54.9307
11.9000	-0.0000	53.8321
12.0000	-0.0000	52.7555
12.1000	-0.0000	51.7004
12.2000	-0.0000	50.6664
12.3000	-0.0000	49.6530
12.4000	-0.0000	48.6600
12.5000	-0.0000	47.6868
12.6000	-0.0000	46.7330
12.7000	-0.0000	45.7984
12.8000	-0.0000	44.8824
12.9000	-0.0000	43.9848
13.0000	-0.0000	43.1051
13.1000	-0.0000	42.2430
13.2000	-0.0000	41.3981
13.3000	-0.0000	40.5701
13.4000	-0.0000	39.7587
13.5000	-0.0000	38.9636
13.6000	-0.0000	38.1843
13.7000	-0.0000	37.4206
13.8000	-0.0000	36.6722
13.9000	-0.0000	35.9388
14.0000	-0.0000	35.2200
14.1000	-0.0000	34.5156
14.2000	-0.0000	33.8253
14.3000	-0.0000	33.1488
14.4000	-0.0000	32.4858
14.5000	-0.0000	31.8361
14.6000	-0.0000	31.1994
14.7000	-0.0000	30.5754
14.8000	-0.0000	29.9639
14.9000	-0.0000	29.3646
15.0000	-0.0000	28.7773
15.1000	-0.0000	28.2017
15.2000	-0.0000	27.6377
15.3000	-0.0000	27.0850
15.4000	-0.0000	26.5433
15.5000	-0.0000	26.0124
15.6000	-0.0000	25.4921
15.7000	-0.0000	24.9823
15.8000	-0.0000	24.4827
15.9000	-0.0000	23.9930
16.0000	-0.0000	23.5131
16.1000	-0.0000	23.0429
16.2000	-0.0000	22.5820
16.3000	-0.0000	22.1304
16.4000	-0.0000	21.6878
16.5000	-0.0000	21.2540
16.6000	-0.0000	20.8289
16.7000	-0.0000	20.4124
16.8000	-0.0000	20.0041
16.9000	-0.0000	19.6040
17.0000	-0.0000	19.2119
17.1000	-0.0000	18.8277
17.2000	-0.0000	18.4512
17.3000	-0.0000	18.0821
17.4000	-0.0000	17.7205
17.5000	-0.0000	17.3661
17.6000	-0.0000	17.0188
17.7000	-0.0000	16.6784
17.8000	-0.0000	16.3448
17.9000	-0.0000	16.0179
18.0000	-0.0000	15.6976
18.1000	-0.0000	15.3836
18.2000	-0.0000	15.0759
18.3000	-0.0000	14.7744
18.4000	-0.0000	14.4789
18.5000	-0.0000	14.1894
18.6000	-0.0000	13.9056
18.7000	-0.0000	13.6275
