-1
0	3.00313	5.98928	166964
1	3.00359	5.98988	166945
2	2.99776	5.99992	166668
3	3.00231	6.00586	166504
4	2.99804	6.00282	166587
5	3.00107	5.99434	166823
6	2.99597	6.00332	166574
7	3.00188	6.00459	166539
8	2.99726	5.99736	166740
9	2.99415	6.00749	166459
10	3.00222	5.9981	166717
11	3.0068	5.98704	167027
12	3.0009	5.99591	166780
13	3.00071	6.00064	166648
14	2.99931	5.99988	166669
15	2.99863	5.99562	166788
16	3.00778	5.98149	167182
17	3.00648	5.99343	166849
18	2.99791	6.00226	166603
19	3.00667	5.98728	167020
20	3.00269	5.99507	166802
21	3.00273	5.99801	166722
22	2.9966	6.00053	166651
23	2.99759	6.01421	166273
24	2.99341	6.00719	166467
25	2.99422	6.01527	166243
26	3.00291	5.98909	166969
27	2.99963	6.00086	166642
28	2.99845	5.99546	166793
29	3.00022	6.00073	166646
30	2.994	6.01169	166342
31	2.99594	6.01302	166304
32	2.99584	6.00701	166472
33	3.00279	5.9956	166789
34	2.99628	6.00175	166618
35	3.0068	5.98313	167136
36	3.0051	5.99169	166897
37	3.0051	5.99106	166915
38	2.9998	5.99923	166688
39	3.00292	5.99089	166919
40	2.99543	6.00442	166544
41	2.9955	6.0147	166258
42	3.00246	6.00164	166621
43	3.00624	5.98129	167188
44	2.9986	6.00126	166631
45	3.00277	5.99335	166851
46	3.00737	5.98839	166988
47	3.00755	5.98884	166977
48	3.00478	5.99829	166714
49	3.00194	5.99463	166815
50	2.99754	5.99771	166730
51	3.00474	6.00056	166650
52	3.00536	5.99504	166804
53	2.99309	6.01675	166201
54	2.99044	6.00998	166390
55	3.00067	6.01069	166369
56	3.00072	6.00316	166579
57	3.0003	5.99027	166936
58	3.00085	6.00711	166469
59	2.99558	6.0074	166461
60	2.99707	6.01412	166275
61	3.00035	5.99724	166743
62	3.00519	5.99071	166925
63	2.99843	5.99346	166848
64	2.99758	6.0047	166535
65	2.99303	6.00741	166461
66	3.00414	5.98978	166951
67	2.99843	6.00957	166400
68	2.99858	6.00652	166484
69	2.99999	6.00427	166548
70	2.99761	6.00316	166579
71	3.00088	6.00702	166472
72	3.00157	6.00088	166641
73	2.99961	5.99733	166740
74	3.00742	5.99351	166846
75	3.00098	5.99592	166780
76	2.99637	6.0108	166367
77	3.0031	5.99255	166874
78	2.99864	6.00217	166606
79	2.99267	6.00942	166404
80	2.99607	6.00379	166561
81	3.00027	5.99679	166753
82	3.00348	5.99576	166784
83	3.00082	5.99073	166924
84	2.99845	6.00967	166397
85	2.99503	6.00835	166435
86	2.99742	6.01353	166291
87	3.00251	6.00113	166635
88	3.00463	5.98436	167102
89	3.00875	5.98792	167003
90	2.99615	6.00651	166485
91	2.99685	6.01295	166307
92	2.99564	6.00758	166456
93	2.99971	6.00201	166610
94	3.01003	5.97757	167292
95	3.00513	5.98967	166953
96	3.00425	5.98199	167167
97	3.00177	5.99789	166725
98	3.00457	5.99241	166877
99	3.00249	5.99479	166811
Med: 	3.00043	5.99929	166686
0.666607	0.333393	0	0	0
