0.0000	500.0000	100.0000
0.1000	676.4206	99.1706
0.2000	917.9845	98.7567
0.3000	1246.7381	98.9030
0.4000	1688.9367	99.8115
0.5000	2271.9963	101.7620
0.6000	3016.4976	105.1350
0.7000	3920.0521	110.4289
0.8000	4931.2967	118.2487
0.9000	5920.1900	129.2182
1.0000	6669.0491	143.7402
1.1000	6926.7850	161.5725
1.2000	6542.7635	181.4023
1.3000	5595.0923	200.9049
1.4000	4366.7519	217.5958
1.5000	3168.5000	229.9224
1.6000	2186.9706	237.6649
1.7000	1466.9901	241.5259
1.8000	972.6277	242.5091
1.9000	645.0812	241.5272
2.0000	431.4193	239.2696
2.1000	292.4274	236.2118
2.2000	201.5315	232.6659
2.3000	141.4816	228.8330
2.4000	101.2895	224.8410
2.5000	73.9925	220.7716
2.6000	55.1668	216.6772
2.7000	41.9808	212.5915
2.8000	32.6035	208.5363
2.9000	25.8366	204.5258
3.0000	20.8861	200.5691
3.1000	17.2189	196.6721
3.2000	14.4726	192.8386
3.3000	12.3977	189.0708
3.4000	10.8205	185.3698
3.5000	9.6186	181.7363
3.6000	8.7056	178.1702
3.7000	8.0196	174.6714
3.8000	7.5168	171.2392
3.9000	7.1663	167.8730
4.0000	6.9469	164.5721
4.1000	6.8453	161.3356
4.2000	6.8540	158.1626
4.3000	6.9715	155.0522
4.4000	7.2010	152.0034
4.5000	7.5511	149.0155
4.6000	8.0362	146.0875
4.7000	8.6774	143.2187
4.8000	9.5036	140.4083
4.9000	10.5544	137.6555
5.0000	11.8820	134.9600
5.1000	13.5562	132.3212
5.2000	15.6695	129.7388
5.3000	18.3450	127.2130
5.4000	21.7473	124.7438
5.5000	26.0971	122.3320
5.6000	31.6921	119.9787
5.7000	38.9364	117.6857
5.8000	48.3807	115.4556
5.9000	60.7797	113.2924
6.0000	77.1728	111.2015
6.1000	98.9975	109.1906
6.2000	128.2492	107.2704
6.3000	167.7035	105.4559
6.4000	221.2263	103.7677
6.5000	294.1942	102.2346
6.6000	394.0544	100.8970
6.7000	531.0325	99.8110
6.8000	718.9553	99.0554
6.9000	976.0414	98.7406
7.0000	1325.2719	99.0211
7.1000	1793.4867	100.1129
7.2000	2407.5773	102.3140
7.3000	3185.1226	106.0275
7.4000	4116.2984	111.7755
7.5000	5136.2189	120.1773
7.6000	6096.6969	131.8377
7.7000	6766.3444	147.0688
7.8000	6901.6822	165.4412
7.9000	6390.5995	185.4103
8.0000	5360.5184	204.5301
8.1000	4116.1977	220.4269
8.2000	2951.6493	231.8145
8.3000	2022.5672	238.7066
8.4000	1352.0070	241.9113
8.5000	895.7644	242.4356
8.6000	594.8028	241.1514
8.7000	398.7467	238.7023
