1	1	0.000
1	11	0.433
1	21	0.584
1	31	0.555
1	41	0.497
1	51	0.400
1	61	0.367
1	71	0.315
1	81	0.338
1	91	0.301
1	101	0.343
1	111	0.386
1	121	0.377
1	131	0.352
1	141	0.404
1	151	0.431
1	161	0.405
1	171	0.424
1	181	0.444
1	191	0.445
1	201	0.447
1	211	0.477
1	221	0.460
1	231	0.467
1	241	0.448
1	251	0.529
1	261	0.512
1	271	0.496
1	281	0.494
1	291	0.509
1	301	0.538
1	311	0.539
1	321	0.523
1	331	0.528
1	341	0.531
1	351	0.521
1	361	0.548
1	371	0.546
1	381	0.546
1	391	0.603
1	401	0.592
1	411	0.578
1	421	0.564
1	431	0.553
1	441	0.556
1	451	0.549
1	461	0.556
1	471	0.570
1	481	0.562
1	491	0.567
1	501	0.568
1	511	0.561
1	521	0.596
1	531	0.592
1	541	0.582
1	551	0.585
1	561	0.581
1	571	0.574
1	581	0.567
1	591	0.564
1	601	0.560
1	611	0.551
1	621	0.553
1	631	0.547
1	641	0.542
1	651	0.581
1	661	0.594
1	671	0.586
1	681	0.600
1	691	0.591
1	701	0.594
1	711	0.589
1	721	0.583
1	731	0.580
1	741	0.572
1	751	0.582
1	761	0.580
1	771	0.574
1	781	0.593
1	791	0.586
1	801	0.589
1	811	0.587
1	821	0.581
1	831	0.574
1	841	0.584
1	851	0.581
1	861	0.581
1	871	0.586
1	881	0.587
1	891	0.580
1	901	0.574
1	911	0.569
1	921	0.563
1	931	0.557
1	941	0.562
1	951	0.556
1	961	0.562
1	971	0.560
1	981	0.558
1	991	0.552
