1 10
2 5.49996
3 4.41696
4 4.21858
5 4.37196
6 4.6824
7 5.06088
8 5.4593
9 5.85778
10 6.2355
11 6.59181
12 6.91991
13 7.22429
14 7.50368
15 7.75624
16 7.98752
17 8.20068
18 8.39469
19 8.57113
20 8.73283
