┌──────┬────────────────┬────────────────┬─────────┬────────────────┬───────┬───────┬───────────────────┐
│  ID  │  Media etapa 1 │  Var. etapa 1  │   Ni    │  Media etapa 2 │  W1   │  W2   │ Media Ponderada   │
├──────┼────────────────┼────────────────┼─────────┼────────────────┼───────┼───────┼───────────────────┤
│     1│           2.550│          58.722│      100│           4.738│  0.000│  1.000│              4.738│
│     2│           2.350│          32.262│      101│           3.395│  0.000│  1.000│              3.395│
│     3│           8.050│          55.637│      412│           5.949│  0.000│  1.000│              5.949│
│     4│          14.250│         145.975│      948│          14.864│  0.000│  1.000│             14.864│
└──────┴────────────────┴────────────────┴─────────┴────────────────┴───────┴───────┴───────────────────┘
El sistema con la menor media muestral ponderada es 2
