7	1000	0.340
7	1000	0.343
7	1000	0.340
7	1000	0.401
7	1000	0.348
7	1000	0.337
7	1000	0.338
7	1000	0.348
7	1000	0.319
7	1000	0.358
7	1000	0.326
7	1000	0.378
7	1000	0.369
7	1000	0.322
7	1000	0.345
7	1000	0.379
7	1000	0.348
7	1000	0.365
7	1000	0.379
7	1000	0.343
7	1000	0.383
7	1000	0.306
7	1000	0.327
7	1000	0.390
7	1000	0.343
7	1000	0.378
7	1000	0.363
7	1000	0.308
7	1000	0.295
7	1000	0.337
7	1000	0.355
7	1000	0.351
7	1000	0.331
7	1000	0.302
7	1000	0.346
7	1000	0.320
7	1000	0.345
7	1000	0.340
7	1000	0.356
7	1000	0.379
7	1000	0.369
7	1000	0.438
7	1000	0.387
7	1000	0.372
7	1000	0.368
7	1000	0.366
7	1000	0.396
7	1000	0.355
7	1000	0.347
7	1000	0.361
7	1000	0.355
7	1000	0.348
7	1000	0.344
7	1000	0.337
7	1000	0.336
7	1000	0.370
7	1000	0.432
7	1000	0.345
7	1000	0.334
7	1000	0.367
7	1000	0.384
7	1000	0.370
7	1000	0.366
7	1000	0.348
7	1000	0.378
7	1000	0.340
7	1000	0.349
7	1000	0.350
7	1000	0.360
7	1000	0.349
7	1000	0.359
7	1000	0.375
7	1000	0.377
7	1000	0.397
7	1000	0.390
7	1000	0.373
7	1000	0.336
7	1000	0.359
7	1000	0.392
7	1000	0.369
7	1000	0.375
7	1000	0.328
7	1000	0.364
7	1000	0.381
7	1000	0.356
7	1000	0.357
7	1000	0.370
7	1000	0.338
7	1000	0.347
7	1000	0.322
7	1000	0.321
7	1000	0.349
7	1000	0.331
7	1000	0.347
7	1000	0.354
7	1000	0.359
7	1000	0.317
7	1000	0.381
7	1000	0.379
7	1000	0.323
