2	5	0.885
2	5	0.368
2	5	0.128
2	5	0.261
2	5	0.358
2	5	0.096
2	5	0.524
2	5	1.070
2	5	0.297
2	5	0.478
2	5	0.035
2	5	0.993
2	5	0.352
2	5	0.068
2	5	1.590
2	5	0.431
2	5	0.159
2	5	0.544
2	5	0.783
2	5	1.596
2	5	0.368
2	5	1.205
2	5	0.559
2	5	0.513
2	5	0.284
2	5	1.110
2	5	1.020
2	5	0.164
2	5	1.177
2	5	0.331
2	5	1.820
2	5	0.912
2	5	0.779
2	5	1.264
2	5	0.513
2	5	0.735
2	5	0.969
2	5	0.518
2	5	0.356
2	5	0.392
2	5	0.578
2	5	1.208
2	5	0.444
2	5	1.208
2	5	1.175
2	5	0.362
2	5	0.403
2	5	0.405
2	5	1.455
2	5	0.710
2	5	0.404
2	5	0.504
2	5	0.126
2	5	1.495
2	5	0.067
2	5	1.082
2	5	1.475
2	5	0.885
2	5	1.226
2	5	0.503
2	5	0.345
2	5	1.567
2	5	0.259
2	5	0.812
2	5	0.201
2	5	0.703
2	5	0.258
2	5	0.573
2	5	0.097
2	5	0.428
2	5	0.618
2	5	0.326
2	5	1.049
2	5	1.469
2	5	1.328
2	5	0.270
2	5	0.000
2	5	1.413
2	5	1.789
2	5	0.759
2	5	0.196
2	5	0.000
2	5	1.464
2	5	0.234
2	5	1.749
2	5	0.493
2	5	0.647
2	5	0.375
2	5	0.031
2	5	0.215
2	5	1.523
2	5	0.424
2	5	1.374
2	5	0.718
2	5	0.824
2	5	1.569
2	5	1.337
2	5	0.381
2	5	0.000
2	5	0.429
