5	1	0.000
5	1	2.306
5	1	0.646
5	1	0.824
5	1	1.700
5	1	0.000
5	1	0.332
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.475
5	1	0.000
5	1	0.164
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.495
5	1	0.000
5	1	0.658
5	1	0.000
5	1	0.000
5	1	1.849
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.651
5	1	0.658
5	1	0.966
5	1	0.000
5	1	0.000
5	1	1.318
5	1	1.408
5	1	0.158
5	1	1.153
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.328
5	1	0.000
5	1	0.936
5	1	0.000
5	1	0.462
5	1	0.000
5	1	1.852
5	1	0.158
5	1	2.185
5	1	0.000
5	1	0.000
5	1	0.323
5	1	0.000
5	1	0.000
5	1	2.022
5	1	0.475
5	1	0.000
5	1	0.000
5	1	0.000
5	1	1.495
5	1	2.544
5	1	1.488
5	1	0.000
5	1	0.814
5	1	1.138
5	1	0.000
5	1	0.175
5	1	3.251
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	2.205
5	1	0.309
5	1	0.169
5	1	0.000
5	1	0.159
5	1	2.322
5	1	0.000
5	1	0.000
5	1	1.674
5	1	0.000
5	1	0.162
5	1	1.757
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	1.131
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.000
5	1	0.530
5	1	0.000
5	1	0.336
