1	50	1.027
1	50	0.837
1	50	0.866
1	50	0.648
1	50	0.887
1	50	0.768
1	50	0.969
1	50	0.860
1	50	0.643
1	50	0.535
1	50	0.811
1	50	0.622
1	50	1.012
1	50	0.940
1	50	1.082
1	50	1.345
1	50	0.958
1	50	0.956
1	50	0.892
1	50	0.929
1	50	0.741
1	50	1.058
1	50	0.788
1	50	1.325
1	50	1.240
1	50	0.910
1	50	1.072
1	50	1.311
1	50	1.125
1	50	0.788
1	50	0.999
1	50	0.844
1	50	0.758
1	50	0.930
1	50	0.964
1	50	0.623
1	50	0.907
1	50	1.213
1	50	1.169
1	50	1.093
1	50	1.174
1	50	1.110
1	50	0.902
1	50	0.759
1	50	1.089
1	50	0.844
1	50	0.736
1	50	1.012
1	50	1.250
1	50	1.093
1	50	0.882
1	50	0.794
1	50	0.810
1	50	0.850
1	50	0.904
1	50	0.678
1	50	0.952
1	50	1.207
1	50	0.991
1	50	0.774
1	50	0.956
1	50	1.091
1	50	0.983
1	50	0.764
1	50	1.123
1	50	1.068
1	50	1.086
1	50	0.779
1	50	1.108
1	50	0.941
1	50	0.905
1	50	1.121
1	50	0.850
1	50	1.135
1	50	0.676
1	50	1.049
1	50	0.531
1	50	0.932
1	50	1.042
1	50	1.199
1	50	1.233
1	50	0.921
1	50	1.155
1	50	0.794
1	50	1.214
1	50	1.062
1	50	1.139
1	50	1.006
1	50	1.030
1	50	0.877
1	50	1.060
1	50	0.826
1	50	1.341
1	50	0.856
1	50	0.959
1	50	1.038
1	50	1.179
1	50	0.726
1	50	1.025
1	50	0.647
