15 0.1 309481
15 0.2 121193
15 0.3 2673.55
15 0.4 1677.88
15 0.5 1399.99
15 0.6 1276.7
15 0.7 1211.54
15 0.8 1174.97
15 0.9 1155.69

30 0.1 207233
30 0.2 313774
30 0.3 259882
30 0.4 16792.1
30 0.5 2534.64
30 0.6 1667.49
30 0.7 1372.46
30 0.8 1236.47
30 0.9 1170.78

45 0.1 150110
45 0.2 264664
45 0.3 320130
45 0.4 279908
45 0.5 89236.9
45 0.6 3335.35
45 0.7 1782.8
45 0.8 1370.28
45 0.9 1203.38

60 0.1 115340
60 0.2 215559
60 0.3 289469
60 0.4 319103
60 0.5 272949
60 0.6 96113.8
60 0.7 3235.87
60 0.8 1652.64
60 0.9 1264.94

75 0.1 94302.2
75 0.2 181650
75 0.3 255986
75 0.4 307418
75 0.5 318196
75 0.6 253280
75 0.7 48674.5
75 0.8 2361.16
75 0.9 1373.08

90 0.1 79730.1
90 0.2 156371
90 0.3 226401
90 0.4 284000
90 0.5 318603
90 0.6 308868
90 0.7 205751
90 0.8 5987.5
90 0.9 1566.86

180 0.1 41252.8
180 0.2 83260
180 0.3 125783
180 0.4 168479
180 0.5 210726
180 0.6 251145
180 0.7 286032
180 0.8 302583
180 0.9 229317

365 0.1 18488.5
365 0.2 36928.4
365 0.3 55331.9
365 0.4 73716
365 0.5 92111.6
365 0.6 110583
365 0.7 129282
365 0.8 148600
365 0.9 169664

