15 0.1 342370
15 0.2 371408
15 0.3 11761.9
15 0.4 2742.5
15 0.5 1879.04
15 0.6 1552.45
15 0.7 1380.54
15 0.8 1274.31
15 0.9 1202

30 0.1 197362
30 0.2 352196
30 0.3 408764
30 0.4 297575
30 0.5 15349.7
30 0.6 3016.13
30 0.7 1913.54
30 0.8 1500.48
30 0.9 1283.63

45 0.1 136230
45 0.2 264909
45 0.3 364549
45 0.4 408104
45 0.5 352232
45 0.6 124835
45 0.7 4118.55
45 0.8 1990.65
45 0.9 1417.42

60 0.1 101997
60 0.2 204778
60 0.3 298134
60 0.4 369445
60 0.5 398461
60 0.6 347174
60 0.7 137718
60 0.8 3640.95
60 0.9 1657.38

75 0.1 82003.6
75 0.2 167122
75 0.3 249773
75 0.4 323231
75 0.5 376852
75 0.6 390509
75 0.7 319172
75 0.8 55777.6
75 0.9 2166.6

90 0.1 68506.8
90 0.2 140679
90 0.3 213185
90 0.4 282157
90 0.5 341617
90 0.6 380290
90 0.7 372530
90 0.8 244507
90 0.9 3778.21

180 0.1 34266.4
180 0.2 70240.8
180 0.3 107358
180 0.4 145378
180 0.5 184210
180 0.6 223722
180 0.7 263274
180 0.8 299771
180 0.9 312591

365 0.1 14138.4
365 0.2 26989.7
365 0.3 38886
365 0.4 50555.7
365 0.5 62570.4
365 0.6 75342.4
365 0.7 89388
365 0.8 105667
365 0.9 126864

