0	0.4	10000	0.003
0	0.4	20000	0.005
0	0.4	30000	0.012
0	0.4	40000	0.011
0	0.4	50000	0.013
0	0.4	60000	0.024
0	0.4	70000	0.018
0	0.4	80000	0.023
0	0.4	90000	0.025
0	0.4	100000	0.026
