0	0.650416	58	12.000000	4.000000
1	0.878344	58	12.000000	4.000000
2	0.764190	58	12.000000	4.000000
3	0.647945	58	12.000000	4.000000
4	0.529630	58	12.000000	4.000000
5	0.827645	58	12.000000	4.000000
6	0.621266	58	12.000000	4.000000
7	0.685653	58	12.000000	4.000000
8	0.737073	58	12.000000	4.000000
9	0.728568	58	12.000000	4.000000
10	0.927947	58	12.000000	4.000000
11	0.703999	58	12.000000	4.000000
12	0.900131	58	12.000000	4.000000
13	0.569212	58	12.000000	4.000000
14	0.835394	58	12.000000	4.000000
15	0.809713	58	12.000000	4.000000
16	0.826348	58	12.000000	4.000000
17	0.844169	58	12.000000	4.000000
18	0.722237	58	12.000000	4.000000
19	0.876032	58	12.000000	4.000000
20	0.612540	58	12.000000	4.000000
21	0.608219	58	12.000000	4.000000
22	1.046943	58	12.000000	4.000000
23	0.748877	58	12.000000	4.000000
24	0.746874	58	12.000000	4.000000
25	0.809066	58	12.000000	4.000000
26	0.522079	58	12.000000	4.000000
27	0.906787	58	12.000000	4.000000
28	0.839577	58	12.000000	4.000000
29	0.683197	58	12.000000	4.000000
30	0.754977	58	12.000000	4.000000
31	0.829310	58	12.000000	4.000000
32	0.562356	58	12.000000	4.000000
33	0.409818	58	12.000000	4.000000
34	0.616922	58	12.000000	4.000000
35	0.551122	58	12.000000	4.000000
36	0.690346	58	12.000000	4.000000
37	0.788193	58	12.000000	4.000000
38	0.670928	58	12.000000	4.000000
39	0.629323	58	12.000000	4.000000
40	0.734916	58	12.000000	4.000000
41	0.730215	58	12.000000	4.000000
42	0.660601	58	12.000000	4.000000
43	0.452821	58	12.000000	4.000000
44	0.701317	58	12.000000	4.000000
45	0.605243	58	12.000000	4.000000
46	0.652798	58	12.000000	4.000000
47	0.490656	58	12.000000	4.000000
48	0.815146	58	12.000000	4.000000
49	0.546491	58	12.000000	4.000000
50	0.657971	58	12.000000	4.000000
51	0.834012	58	12.000000	4.000000
52	0.612655	58	12.000000	4.000000
53	0.587173	58	12.000000	4.000000
54	0.553948	58	12.000000	4.000000
55	0.506372	58	12.000000	4.000000
56	0.637790	58	12.000000	4.000000
57	0.763429	58	12.000000	4.000000
58	0.516241	58	12.000000	4.000000
59	0.752601	58	12.000000	4.000000
60	0.709505	58	12.000000	4.000000
61	0.837539	58	12.000000	4.000000
62	0.474373	58	12.000000	4.000000
63	0.691805	58	12.000000	4.000000
64	0.729887	58	12.000000	4.000000
65	0.772929	58	12.000000	4.000000
66	0.668121	58	12.000000	4.000000
67	0.470700	58	12.000000	4.000000
68	0.751065	58	12.000000	4.000000
69	0.741575	58	12.000000	4.000000
70	0.769483	58	12.000000	4.000000
71	0.634157	58	12.000000	4.000000
72	0.796962	58	12.000000	4.000000
73	0.700116	58	12.000000	4.000000
74	0.593502	58	12.000000	4.000000
75	0.623697	58	12.000000	4.000000
76	0.845932	58	12.000000	4.000000
77	0.609121	58	12.000000	4.000000
78	0.688872	58	12.000000	4.000000
79	0.687814	58	12.000000	4.000000
80	0.720069	58	12.000000	4.000000
81	0.558646	58	12.000000	4.000000
82	0.723383	58	12.000000	4.000000
83	0.694026	58	12.000000	4.000000
84	0.598205	58	12.000000	4.000000
85	0.650695	58	12.000000	4.000000
86	0.668714	58	12.000000	4.000000
87	0.517852	58	12.000000	4.000000
88	0.641692	58	12.000000	4.000000
89	0.717459	58	12.000000	4.000000
90	0.729871	58	12.000000	4.000000
91	0.676192	58	12.000000	4.000000
92	0.587614	58	12.000000	4.000000
93	0.768906	58	12.000000	4.000000
94	0.793372	58	12.000000	4.000000
95	0.547243	58	12.000000	4.000000
96	0.719425	58	12.000000	4.000000
97	0.701635	58	12.000000	4.000000
98	0.724424	58	12.000000	4.000000
99	0.502690	58	12.000000	4.000000
